comment_id,response_id,question,comment_text
C01198,R03711,what_to_change,Leadership talks about transparency and then reorganises without warning. Nothing has changed since the last survey.
C01199,R03712,what_to_change,I commute an hour to sit on video calls I could take from home.
C01200,R03715,what_to_change,The main issue is that i have been in the same grade for four years with no conversation about what comes next. Frankly it is exhausting. Leadership talks about transparency and then reorganises without warning.
C01201,R03717,what_works,The direction for the year is clear and I can see how my work fits.
C01202,R03718,what_to_change,"The main issue is that i did not have a laptop for my first week, which set the tone. This needs fixing this year."
C01203,R03719,what_to_change,The main issue is that new joiners are hired above people already doing the job.
C01204,R03719,what_works,My team is genuinely welcoming and people look out for each other. Please keep it.
C01205,R03722,what_to_change,"Honestly, recognition stops at my manager and never travels further up. It is the main reason people are looking elsewhere."
C01206,R03724,what_to_change,"Honestly, training budget exists on paper but every request gets postponed."
C01207,R03724,what_works,One thing that works: i can raise a concern here without worrying about how it will be taken.
C01208,R03734,what_works,The new scheduling tool has saved us hours every week.
C01209,R03738,what_to_change,Recognition stops at my manager and never travels further up. I am already looking at other options. Everything important is decided in English at a speed that excludes half the room.
C01210,R03743,what_to_change,To be direct: my salary has not kept up with inflation for two years running.
C01211,R03743,what_works,My team lead protects our workload and it makes a real difference.
C01212,R03744,what_to_change,The team delivered a difficult project and nobody outside noticed. Frankly it is exhausting.
C01213,R03746,what_to_change,The approval process takes longer than the work itself. It should not be this hard.
C01214,R03746,what_works,"I always know where I stand with my manager, which I value."
C01215,R03747,what_works,One thing that works: my manager is genuinely supportive and gives me feedback I can use.
C01216,R03750,what_to_change,"Honestly, new joiners are hired above people already doing the job."
C01217,R03750,what_works,The team shout-outs in our monthly meeting are a small thing that works. Please keep it.
C01218,R03752,what_to_change,"The office rules changed twice this year with no explanation. Town halls are broadcasts, not conversations - questions get filtered."
C01219,R03752,what_works,"Genuinely, the last town hall actually answered the hard questions honestly."
C01220,R03753,what_to_change,"Honestly, i did not have a laptop for my first week, which set the tone. I am already looking at other options."
C01221,R03759,what_to_change,"The pay bands are a secret, which makes it impossible to trust the process. I did not have a laptop for my first week, which set the tone."
C01222,R03763,what_works,My manager is genuinely supportive and gives me feedback I can use. Please keep it.
C01223,R03768,what_works,"Genuinely, the new scheduling tool has saved us hours every week. That should be the standard everywhere."
C01224,R03769,what_to_change,The main issue is that recognition stops at my manager and never travels further up.
C01225,R03774,what_works,My development plan is real and we actually review it. Please keep it.
C01226,R03775,what_works,One thing that works: my team is genuinely welcoming and people look out for each other. That should be the standard everywhere.
C01227,R03779,what_works,My team is genuinely welcoming and people look out for each other.
C01228,R03780,what_to_change,"Honestly, recognition stops at my manager and never travels further up."
C01229,R03780,what_works,"Genuinely, my team is genuinely welcoming and people look out for each other. My onboarding buddy made the first weeks much easier."
C01230,R03787,what_works,My team is genuinely welcoming and people look out for each other. Please keep it.
C01231,R03789,what_works,The internal move I made last year was handled really well.
C01232,R03790,what_to_change,Leadership talks about transparency and then reorganises without warning.
C01233,R03790,what_works,"Genuinely, i can raise a concern here without worrying about how it will be taken."
C01234,R03792,what_to_change,The main issue is that getting access to a tool takes weeks and nobody owns the process. It is the one thing I would change.
